index,content,industry
258,"The next-gen S-Class is probably one of the largest, most expensive undertakings in the history of Mercedes-Benz. With about a year to go before the reveal, we have fresh footage of the all-important interior. 4 photosScreens are now where the big automotive battle is won and lost. We've seen how Volkswagen has a Mercedes-like setup lined up for its next Golf, but the S-Class is ready to retaliate. Rather than two screens joined to make a panoramic pixel view like you see on the current model, the W223 will have one tablet in front of the driver and another much larger one controlling all the major function perched on the tunnel. This latest spy video from WalkoArt reveals that the digital gauge also features a notch at the top of what's probably a 12-inch HD display. Cynics will say Mercedes just wanted to copy the iPhone's notch, but that's not what's happening here.",automotiveEngineering
259,"Will Ruger is the vice president for research and policy at the Charles Koch Institute and a veteran of the war in Afghanistan. Will Smith, a Democrat, represents the 20th District in the Maryland Senate. Both are officers in the U.S. Navy Reserve. The recent passage of the federal First Step criminal-justice reform bill shows that bipartisanship is still possible in this age of extreme polarization. If we are going to make progress, we need to find ways to put differences aside. Working together as Navy reservists has led the two of us, despite our very different backgrounds and political philosophies, to want to continue partnering for our community in our civilian capacities. In our conversations, we kept coming back to the core principles we share and how the criminal justice space was a place we could join forces to advance them.",publicSecurity
260,"Wahlburgers Holding Co. LLC has named Patrick Renna, formerly the company’s interim CEO, to the new position of president, the fast-casual burger brand announced Thursday. Boston-based Wahlburgers, which has 30 locations, said the appointment and reclassification of the company leadership title from CEO to president were effective immediately. Renna, who had served as Wahlburgers’ chief financial officer, took on the additional title of interim CEO last June when Rick Vanzura stepped down from the post. The first Wahlburgers was opened in 2011 in Hingham, Mass., by executive chef Paul Wahlberg and his brothers, actor Mark Wahlberg and musician-actor Donnie Wahlberg. “Over the last 11 months, we have interviewed a number of candidates and completed an exhaustive search to find the right candidate to fill this incredibly important position,” Kevin Dunn, a member of Wahlburgers’ board of advisors, said in a statement. “It became clear to us that the right person to fill this role was already within the organization,” Dunn added, “and we are excited that he will remain in a leadership role as we continue to grow this brand.”In addition to serving as Wahlburgers’ CFO, Renna served as financial chief at Paul Wahlberg’s fine-dining restaurant, Alma Nove, in Hingham.",cateringServices
261,"Key PointsFord Motor issued a recall of more than 270,000 Fusion vehicles in North America because of a transmission issue that can allow the cars to shift into a different gear than the one the driver selected.This can cause the vehicles to roll away if the parking brake is not applied.Ford said it is aware of three reports of property damage due to the issue and one injury  ""potentially"" related to the problem.Ford Motor Co. Fusion vehicles move down the production line at the Flat Rock Assembly Plant in Flat Rock, Michigan.Jeff Kowalsky | Bloomberg | Getty ImagesFord Motor said Wednesday that it is recalling more than 270,000 Fusion vehicles in North America to fix a transmission glitch that can cause the car to shift gears and roll away.The recall is for 2013-16 Fusion vehicles with 2.5-liter engines that were built at the automaker's Flat Rock, Michigan, and Hermosillo, Mexico, assembly plants.The company said the bushing that attaches the shifter cable to the vehicle's transmission may detach, which can result in  ""unintended vehicle movement.""",automotiveEngineering
262,"Police have cited two Lincoln men on suspicion of impersonating a public safety officer and trying to steal a woman’s bulldog.Officer Angela Sands said on May 9, an 18-year-old woman and her boyfriend rushed home after getting a call from a neighbor saying two men were trying to steal the dog. When they got there, Sands said, it looked as if the men had been trying to lasso the dog. The couple confronted the men, wearing tactical vests, badges, batons, guns in holsters and black clothes with no patch or identifying logos. The woman said one said he was an animal control officer and claimed it was illegal to have a dog on a balcony. ",publicSecurity
263,"National chain Dressbarn and local favorite Richards Restaurant both announced closings this week.Dressbarn announced Monday the company will be closing all of its approximately 650 locations, including the store on East Boulevard Street in Kokomo.Richards’ Kokomo location off of Indiana 931 announced Tuesday it will be closing its doors permanently. In a Facebook post, Richards said it could not open Sunday because of mechanical problems. After discovering the extent of the problems and taking into consideration employment challenges and rising property taxes and operational costs, the business decided to close.“We felt it best to leave the Kokomo area rather than invest in the property and pass substantial price increases on to our guests,” the post said.In the post, the restaurant thanked all of their employees and guests who have supported them since they opened over 30 years ago.“Many of you have been like family,” the post said.",cateringServices
264,"On the Ottawa seafood scene, Jim Foster is what you’d call a big fish. For years now, the 55-year-old entrepreneur has been the friendly face of Pelican Seafood Market and Grill, a small business that he co-owns with his brother-in-law, Marc Roy. The fish market and adjoining 60-seat seafood restaurant remain tucked away in a nondescript strip mall south of downtown. Yet, on any given day, the place is bustling with a community of customers ?– serving between 10,000 and 11,000 people each month. What’s the secret? “Free parking,” quips Foster during an interview at Pelican, located at the Blue Heron Mall on Bank Street, just a few doors down from specialty grocery store Farm Boy. Foster still remembers his first sale: a piece of sole. “It was spectacularly mundane,” he says of how the female customer entered the store, ordered her fish, paid for it and then left.",cateringServices
265,"Avaya IX Workplace unified communications solutions for the enterprise can now deliver emergency data to public safety agencies through an integration with 911 Secure SENTRY™ and RapidSOS. Avaya continues to bring new innovation to this critical industry segment as part of its ongoing commitment and focus on public safety communications and collaboration. In a multi-line telephone system environment, SENTRY already provides location for IP devices as well as on-site notification for Kari’s Law compliance. Utilizing the rich multimedia content available when a 911 call event occurs, in-office security has the situational awareness they need to manage the incident. Now that identical information can be directly sent to 911 and public safety first responders as well. This enables dispatchers and first responders in the field to more accurately locate a caller’s precise location and gain access to critical situational awareness when calls are made from an Avaya communications system.",publicSecurity
266,"The Guadalupe City Council reviewed a draft budget for its next two fiscal years, which includes an increase in general fund money spent on public safety and calling for the hiring of a part-time recreation coordinator.The preliminary budget, which covered the 2019-20 and 2020-21 fiscal years, indicates city staff expects continuing improvements in the city’s financial condition.While the city’s general fund will begin the 2019-20 fiscal year with a $44,000 deficit, a positive fund balance is expected by the start of the 2020-21 fiscal year, according to the staff report prepared by Interim City Administrator Robert Perrault. The $44,000 deficit is $120,000 less than where it stood at the start of the 2018-19 fiscal year. Guadalupe looks to improve finances, prioritize parks and recreation as it develops 2-year budget.General fund expenditures on public safety are expected to increase, primarily due to a reorganization of the police and fire departments that was proposed by Chief Michael Cash earlier this year.The draft budget calls for a 12.5% increase — or $221,696 — in the Police Department budget from 2018-19 to 2019-2020, going from $1,773,159 to $1,994,855.General fund expenditures for the Fire Department are budgeted to increase 15.5%, or by $96,914 during that same time period, going from $622,158 to $719,072.The increases for both departments primarily covers additional salary and retirement plan expenses.The budget also calls for $6,127 from the general fund to cover a portion of the rent for the Guadalupe library.While the city’s finances are anticipated to improve over the next several years, Perrault said grant funding and one-time revenues from residential building projects benefited the general fund during the past fiscal year.",publicSecurity
267,"We’ve written before about the aerial telepresence platform from Cape – and its successful use as part of the UAS Integration Pilot Program in the U.S.  Now, Cape announces that the Tijuana Public Safety Department and Cape will partner to launch Mexico’s first “Drone as a First Responder Program.” Drones as First Responder is a program that could revolutionize law enforcement – and contribute significantly to the safety of both officers and communities. It’s a simple idea: launch a drone as your ground team approaches the scene of an incident. The drone gets there first and provides aerial data to commanders and the ground-based team. Check out the video below to see a real-life example of how it works in apprehending a suspect – while the video looks like something out of a Hawaii Five-O episode (the new version, with the sleek control center) it’s for real. Now, Cape-enabled drones will support emergency response efforts as part of border city agreement with city of San Diego, California in Tijuana – and perhaps soon, throughout both Mexico and the U.S. The following is a Cape press release. REDWOOD CITY, CA — May 28, 2019 — Cape, the leading cloud platform for drone telepresence and data management, and the Tijuana Public Safety Department today announced the launch of the city’s Drone as First Responder (DFR) program.",publicSecurity
268,"If you love Youth to the People's Adaptogen Deep Moisture Cream but wish it came in a lightweight serum, the brand just did you one better. The new Adaptogen Soothe + Hydrate Activated Mist is essentially a serum in spray form, allowing you to mist hard-working ingredients like peptides, hyaluronic acid, and antioxidant-rich botanicals onto your face for a hydrating, redness-reducing refresher any time you'd like.May is clearly a great month for new mists because we're also welcoming the arrival of The Satin Skin Mist by Tatcha. Made with clay for a powder-like finish, ""It doesn't feel chalky on the skin, yet it seemed to help mitigate my afternoon forehead shine a bit,"" says Allure contributor Rebecca Dancer. Beyond subtly mattifying, it also promises to soften and invigorate skin with a blend of fermented Japanese superfoods.",cosmetics
269,"Mark your calendar and come learn how you can prepare yourself, your family, your home and your community for earthquakes, wildfires and other disasters at City of Malibu's Public Safety and Emergency Preparedness Expo, Saturday, June 15, 10:00 AM to 3:00 PM at The Trancas Country Market center. The free event is organized by the City of Malibu Office of Public Safety and Public Safety Commission and takes place at The Trancas Country Market shopping center, located at 30745 Pacific Coast Highway, Malibu (PCH and Trancas Canyon Rd.). Attend one of the speaker panels and hear our expert panelists discussing hot topics relating to emergency preparedness. There will be raffles throughout the day for great prizes donated by the participating vendors. Stop by the vendor booths and get a ticket for the raffle while learning about and stocking up on excellent emergency preparedness supplies and services. Organizations hosting displays will include the Los Angeles County Sheriffs and Fire Department, Red Cross, Malibu Search and Rescue, Malibu Community Emergency Response Team (CERT), Malibu Volunteers on Patrol, Los Angeles County Office of Emergency Management, Los Angeles County Animal Care and Control, and others.",publicSecurity
270,"Citroën is due to present its 19_19 Concept in a world premiere at the Viva Technology event, held May 16-18, in Paris. While marking the brand's 100th anniversary, the concept also expresses Citroën's vision of extended mobility to escape the city, prioritizing comfort, electric power and autonomous driving functions. The Citroën 19_19 Concept represents the brand's future vision of ultra-comfort and extended mobility. While the concept's name nods to Citroën's 100th anniversary (1919-2019), this car is decidedly focused on the future with its all-electric drivetrain, autonomous driving technologies and proactive personal assistant. This fully electric vehicle has a 340kW motor (equivalent to 462 horsepower), promising 0-100km/h acceleration in five seconds and a top speed of 200km/h.",automotiveEngineering
271,"Kia's new electric car is called the Niro EV. Now its electric concept car is the HabaNiro. Get it? If the name is already too much, you won't be able to handle the ridiculous details about the crossover compact SUV shown at the New York International Auto Show Wednesday. SEE ALSO: Kia’s Imagine concept car uses 21 smartphones to mock dash screens
First, the not-so-hot-and-spicy specs: it's an all-electric, all-wheel drive, four-seater with 300-mile range and full autonomy capability with butterfly-wing doors. While the HabaNiro is just an idea, it could pave the way for future electric vehicles beyond the Niro, which recently went all electric after debuting as a hybrid vehicle a few years ago. The outside of the HabaNiro naturally includes ""lava red"" panels on its sides and a ""shark's snout"" grille up front with what Kia calls a slit-like gap with glossy black aluminum ""teeth.""",automotiveEngineering
272,"To say we’re not fans of the BMW M2 Competition would be completely dishonest. We love that coupe and it is, perhaps, the best car in the German automaker’s current lineup. But, like any new BMW, the M2 Competition isn't cheap. In fact, thanks to a member of the Bimmerpost forum, the powerful coupe can get ridiculously expensive. The M2 Competition carries an MSRP of $58,900 and it serves as a replacement for the standard M2 coupe. The biggest change was the replacement of the turbocharged engine with a new single scroll twin-turbo unit that utilizes the same carbon fiber strut as used in the M4.Power has also been increased to 405 hp and 406 lb-ft of torque. A six-speed manual comes standard while the 7-speed dual-clutch is optional. Honestly, $60k isn’t terrible for that package. However, that forum member discovered one specific new option that’ll immediately jack up the final price to nearly $84,000. That’s right. One option. What is it? An additional power upgrade? An all carbon fiber body? No and no. The answer is San Marino Blue Metallic paint. That’s right. Blue exterior paint for an additional $24,480. Who will pay for this?",automotiveEngineering
273,"The Audi E-tron GT concept car that debuted at last year's LA Auto Show had a low-slung, sexy look. It's no surprise, then, that the production car will look nearly identical to the concept car.Patent sketches surfaced of the model via the E-tron Forum, Jalopnik reported on Tuesday. The sketches come from the Chinese State Intellectual Property Office and they nearly mirror the concept vehicle Audi showed  in LA. The car in the drawings has the same squinty headlights, a similar grille shape (which Audi calls a ""sensor array"" since a grille isn't needed for an electric car""), and the same taillights that span the width of the car. The patent sketches didn't even bother to swap in a different wheel design.None of this is shocking. Audi design boss Mark Lichte told Motor Authority at the E-tron GT concept's debut that the concept already featured a sheet metal body. Translation: the car was really close to production-ready at its debut. Audi is already building pre-production prototypes for the electric grand tourer.",automotiveEngineering
274,"Men’s personal care market is expected to hit $166 billion in 2022, according to Allied Market Research.Nearly 40% of adults aged 18-22 have shown interest in gender-neutral beauty products, according to NPD's iGen Beauty Consumer report.Male-targeted skin-care product sales have jumped 7% in the past year, NPD said. US internet personality James Charles arrives for the 2019 Met Gala at the Metropolitan Museum of Art on May 6, 2019, in New York. There's an emerging disruptor in the beauty industry as companies target a different type of consumer to expand the half a trillion dollar market — men.Across the globe, men's adoption of beauty use is already starting to take off. But the trend comes in many different shapes and forms. For beauty companies, which are struggling to find new avenues of growth, it's a huge opportunity whether men are looking for traditional grooming products, discreet moisturizers and beauty balms or to bend gender norms.The men's personal care industry is predicted to hit $166 billion by 2022, according to Allied Market Research.",cosmetics
275,"Shiseido just re-launched its best-selling Waso line, which was inspired by popular superfoods in Japan, such as carrots, loquats, honey, tofu yuzu, and red basil. The full-spectrum collection includes powerhouse hydrators like its Clear Mega-Hydrating Moisturizer (above), purifiers like the Soft & Cushy Polishing Exfoliator, and even tinted sun protection like the Color-Smart Day Moisturizer SPF 30 Sunscreen. Whether you're new to Japanese skin care or a longtime user, it's worth checking out. Oh yeah, and the adorable handheld packaging certainly doesn't hurt either.SK-II's iconic Facial Treatment Essence just got a mint-green makeover, complete with multicolored confetti emblazoned on the bottle. So, of course, we had to have it. Pretty packaging aside, though, this bottle contains a cool 90% of the brand's star ingredient, pitera, which is said to boost skin's luminosity and texture over time.",cosmetics
276,"The CLS 450’s distinguishing visual characteristic is its smoothness, from the exterior to the cabin. I find the CLS 450 to be understated in a good way. It’s not quite as big or dramatic as the S-Class, opting instead for subtlety – but not subtlety without beauty. The lines flow cleanly from front to rear. This is most readily seen in profile, where the unique shape, long hood and short rear decklid can all be seen at the same time. Up front, the grille is the highlight, with attractive detailing featuring small “pellets” that radiate out from the large Mercedes logo in the middle.Inside, the cabin is similar in styling, with a curved dashboard that wraps around front occupants. My test vehicle included subtle LED lighting running from door to door in a seamless line. Everything about the interior feels intentional, from the materials to the ergonomic placement of the controls and even the air vents. The backseat features outboard seats with plenty of sculpting for passengers to nestle into.",automotiveEngineering
277,"The Ford Mustang Shelby GT350 was introduced for the 2016 model year to critical acclaim. Most of the praise went to the massive, 5.2-liter V-8 that’s special to the GT350 and its more-aggressive sibling, the GT350R. Unlike the GT350R, though, the standard-issue Shelby gets some notable upgrades for 2019.First off, Ford worked with Michelin to design a new set of high-performance tires. When you’re sending 526 horsepower to the rear wheels, bad tires can limit the speed. They’re crucial to the success of any performance car, especially considering that they can improve handling, acceleration and braking.Next up, Ford re-tuned the suspension and magnetic dampers. Magnetic dampers allow the GT350 to stiffen the suspension for better performance on the track but soften up to handle potholes and bumps for street driving.",automotiveEngineering
278,"Finding Korean makeup in the States just got even easier. K-beauty brand VDL launched at Ulta this week with a selection of incredible cosmetics. Now, when you stock up on your favorite pimple patches and toners from the beauty superstore's Korean skin-care section, you can also add foundations, primers, and lip tints straight from Seoul to your cart. VDL officially launched in America last summer, but was only available on its website. Now, you can earn and redeem Ultamate Rewards points while you shop its products.As a noted fan of the K-beauty brand, here are some of my go-to picks from Ulta's new VDL offerings.1. Perfect-Lasting Foundation ($35)Meet my go-to foundation: VDL's Perfect-Lasting Foundation. All you need is half a pump of the liquid formula to give your skin a glowy, glassy finish. It has sheer, natural coverage so it's impossible to overdo.",cosmetics
279,"The red phone box is one of the most iconic symbols of Britain.But in the age of the cellphone, many have fallen out of use. The company that owns them is now making a renewed push to encourage communities to adopt and transform them into something else.Charities and local groups are being offered the boxes for just £1 ($1.30).Telecom firm BT originally put them on the market in 2008. Some have become mini-stores, restaurants and even a photographic studio.Tourists use a phone box in London's Parliament Square in 2004.The Community Heartbeat Trust has adopted around 1,000 red phone booths around the U.K. and placed defibrillators in them to help locals having a heart attack.“The advantage from our point of view is that defibrillators need to be in a central location and phone kiosks are mostly centrally located.",cateringServices
280,"At the Met Gala earlier this month, drag queen Aquaria interpreted the ""Camp: Notes on Fashion"" theme with a white, scorpion-like hair sculpture, bejeweled talon gloves, and electric yellow eye makeup. (Her description of the look: ""a little plastic swan woman ugly duckling fashion monster."") Clothed in Maison Margiela, Aquaria's garments were priceless, but the shadows used for her stunning eye makeup cost less than $30.The shadows blessing her lids came from a top-secret palette that we can officially reveal right now: the Aquaria x Nyx Professional Makeup Color Palette. That's right: The winner of RuPaul's Drag Race season 10 teamed up with beloved drugstore beauty brand Nyx Professional Makeup on a colorful eye shadow palette worthy of one of the fashion's most major events, and it's launching on May 30.Back in March, Aquaria took a break from shooting the campaign to chat about how her Drag Race success informs the palette, what inspired the shade selection, and her most important beauty secret.View photosAquaria 2019 Met Gala Yellow eye makeup look Getty ImagesOn deciding to partner with Nyx Professional Makeup""It’s always been a brand that’s been a staple in my makeup collection,"" Aquaria reveals.",cosmetics
281,"In his role as Senior Business Development Strategist and Public Safety Senior Strategist, Houston Thomas III manages the architect and engineering process for large-scale integration projects involving public safety agencies. He provides subject matter expertise to CDWG law enforcement customers with respect to digital intelligence and evidence management. Municipalities and public safety agencies increased scrutiny of storage requirements for video captured by police cameras, but they also are taking advantage of network improvements that empower video capabilities. Politicians and community activists seized on police body cameras as a way to maintain public trust. About half of the 18,000 law enforcement agencies across the country adopted body-worn cameras in some form, although many are still pilot programs. Despite wide adoption, many departments, especially small departments, are considering reducing their programs due to the costs of storing and managing thousands of hours of video footage, reports The Washington Post.",publicSecurity
282,"If you haven’t shopped for a new ride lately, you might be surprised that Kia has been making waves, offering competitive vehicles at a good value. But a large seven- or eight-seat crossover was missing from its lineup until now. Kia seems to be taking the same approach with the 2020 Telluride, especially if you choose the top-of-the-line $46,860 Telluride SX model. That price is less than a top-trim level Chevy Traverse or Honda Pilot. It might cost less but you don’t notice it in the interior as it’s near luxury-class nice with a premium look and feel. My tester came with the Prestige package that adds Nappa leather seat trim — a step above in quality than most of the competitors in this size class.The front and second row seats are heated and ventilated. The front seats, and especially the 12-way power adjustable driver’s seat, make it easy to find a comfortable seating position.Passengers in the second row are treated to captain’s chairs that slide and recline and offer plenty of space and comfort for the long haul. Even riders in the third row are treated better than most other third rows in the class.Climbing through the middle of the second row is easy for children or small adults. The second row seats also tip and move forward for easy access. Or fold all the seats and get plenty of storage for large bulky items. The lift to get cargo inside is pretty high for this big ride.The SX trim level also comes with a large power sunroof and a large rear fixed sunroof in the back.",automotiveEngineering
283,"After conquering the makeup world, Kylie Jenner has set her sights on the skin care industry, with a soon-to-launch brand called Kylie Skin. Have you heard the big news? This past weekend, Kylie Jenner announced the launch of a brand new beauty line—called Kylie Skin. Just last month, the youngest Jenner ventured into a brand new makeup category for Kylie Cosmetics, eyebrows, and now it seems that the mogul has her eyes set on plenty more firsts. Six more, to be exact. Yesterday, Kylie announced that Kylie Skin would be launching with six SKUs: a foaming face wash, walnut face scrub, vanilla milk toner, face moisturizer, vitamin C serum and eye cream. So yes, we suppose that is enough newness to warrant a whole new beauty line, if one already has one billion dollar cosmetics line under their belt. Announcing that Kylie Skin is set to launch on May 22nd, Kylie wrote on her Instagram, “KYLIE F*CKING SKIN!",cosmetics
284,"We can't start this sentence without addressing how cute the new Simple Skincare Hydrating Light Moisturizer Pouch is. (Just look at it!) Boasting 62% less packaging that its bottled predecessor, this sachet is filled with the same lightweight moisturizer — made with hydrating heavy-hitters glycerin and vitamin E — you know and love, but now in spill-proof, TSA-friendly packaging.If its luxurious, silky formula isn't enough to convince you to add Korres's new Wild Rose Makeup Melter Cleansing Oil to your nighttime skin-care routine, perhaps the rose petals suspended in the oil-based cleanser will. Honestly, who doesn't want this sitting atop their vanity?It's not all that common that your sunscreen doubles as an acne treatment, but then again Dermalogica's Clear Start Sunscreen Clearing Defense SPF 30 isn't like its SPF-packed rivals. This one is made with SPF 30 to protect skin from harmful UV rays, as well as a slew of ingredients, like willow bark extract and green tea extract, to soothe breakout-prone skin.",cosmetics
285,"She might be queen supreme when it comes to makeup, but as far as skincare is concerned, Kylie Jenner is failing to convince. Kylie's soon-to-be-released skincare line KylieSkin has not even launched in the US, but it's already gathering criticism from Twitter users and professionals alike. The beauty guru's line is set to launch on 22 May, but already one item is concerning fans online - a face scrub that contains walnut, going at $22 (£17). Kylie advertised the scrub on Twitter and Instagram, where she hailed it as her 'secret to a fresh face,' adding it could be used every day. But fans and skincare experts hit back, claiming that using a walnut scrub daily can leave micro-tears in the skin, causing premature ageing. MailOnline has contacted KylieSkin for comment. Billionaire Kylie Jenner, 21, is launching a skincare line on 22 May, but fans are already slating her walnut face scrub ahead of release Twitter users warned against using walnut scrubs on the face, as they are 'too rough' for the skin. But Twitter users were quick to note that walnut is not recommended for facial use, as its texture is too coarse for the thin and delicate layers of skins on the head.",cosmetics
286,"Pretrial detention, or keeping a person who has been accused of a crime in jail until their trial, is a common practice. It’s been touted as a way to both ensure public safety and get people to appear in court. But a growing body of research suggests that its effectiveness has been overstated — and that this practice is causing serious harm to the hundreds of thousands of unconvicted people pushed into jails largely because they can’t afford to pay the bail money required to remain free. A new report on pretrial detention released by the Vera Institute of Justice shows that this type of detention has an especially severe effect on marginalized communities — like poor people, women, and black and Latino people. “People who cannot afford to post bail—in particular, people from poor communities—remain in jail, often until their cases are resolved, while those who have access to financial resources are able to secure their liberty,” the authors of the report point out. This isn’t just a temporary hardship, either. According to the Vera Institute, people detained for longer periods are more likely to be convicted and receive harsher sentences than people who pay the required bail fees and are released or are never required to pay bail in the first place.",publicSecurity
287,"“There have been numerous advances in the world of communications and interoperability that have been created or advanced by SAFECOM,” said SAFECOM Chair Gerald Reardon. “The NECP has been, in my opinion, one of the most significant events, as it was responsible for several major changes across the country that are a direct result of its implementation. The NECP, coupled with the Public Safety Interoperable Communications (PSIC) grant program assisted in promoting permanent changes to the governance and the interoperability structure for the states and territories. The NECP was responsible for the SWIC (statewide interoperability coordinators) program, mandating official state governance, creation of the SEICs (statewide interoperable executive committees) tactical communications plans, as well as the validation and verification of the plans through required exercises.”The NECP is in its third iteration — the first was in 2008, and the second was in 2014. The revised NECP includes a new emergency communications ecosystem graphic, which includes an expanded concept of the public-safety communications community to include supporting organizations, decision makers and citizens. Feedback was collected and incorporated into the revised NECP by members of public safety, including SAFECOM and NCSWIC, a public comment period, and stakeholder adjudication in early April. The plan is set to be publicly available later this year.",publicSecurity
288,"Starbucks today announced it has opened its first Signing Store in Guangzhou, China, dedicated to offering employment and career advancement opportunities for the Deaf and hard of hearing community. The store will serve as a welcoming hub for those passionate about improving accessibility and experiences for all and is located near the recognized Guangdong Disabled Association and Guangdong Deaf People Association. “As a coffee leader deeply rooted in China, for China, Starbucks is committed to creating equal opportunities for everyone, as well as a unique third place experience that addresses a wide range of community needs. The new Signing Store is an example of how we are building inclusive environments and careers for our partners,” says Belinda Wong, chief executive officer of Starbucks China. “This store truly creates a sense of belonging for everyone and is a strong testament to our continued commitment to building a more diverse and inclusive working environment.”
The store employs Deaf partners and hard of hearing partners (employees) from across China, who are fluent in Chinese Sign Language.",cateringServices
289,"Speaking of twists, this eyeliner is actually retractable, so all we need to do is twist to make it appear or disappear. Retractable tips are our favorite, partially because we can’t lose the cap if there isn’t one in the first place, but also because it keeps our liner safe from dust, dirt and any accidental smushing!This Stylo Yeux liner comes in a super wide range of shades. Cassis is obviously a go-to, but we can play even more with color with shades like Fervent Blue, Jungle Green or Eros, a dusty pink mauve. More traditional colors are also available, with shades of black, gray, brown and navy. Make sure to check them all out! To use this eyeliner, it’s recommended that we start with “short, feathery strokes” across our lash line for a simple yet stunning look. We can also use this liner to draw a crisp cat-eye or a bolder, thicker border around our entire eye! Play around; makeup is all about having fun in the end!We’re definitely going to grab a few different shades to start off with to totally transform our makeup routine, beginning with Cassis so we can start every day feeling like royalty. Not the worst thing to wake up to, whether we’re in a palace or not!",cosmetics
290,"A new report from a global coalition of investors suggests the world's largest fast food and casual dining companies are getting the message about their role in addressing antibiotic resistance.Three years after it began asking companies to establish a comprehensive antibiotics policy to phase out routine use of antibiotics in livestock, poultry, and seafood supply chains and provide clear targets and timelines, the Farm Animal Investment Risk & Return (FAIRR) coalition says 17 out of 20 companies now have publicly available policies, while 2 have internal policies and 1 is developing a policy. In addition, 13 of the 20 companies are now focused on reducing or prohibiting routine use of either all antibiotics or medically important antibiotics in their supply chains.The FAIRR coalition, which includes 74 institutional investors that manage nearly $5 trillion in combined assets, first began engaging with companies in 2016, when it sent letters to 10 of the largest publicly listed companies in the fast food and casual dining sectors following a review that found the companies were not acknowledging their role in addressing antibiotic resistance.",cateringServices
291,"The 2021 Chevrolet Trailblazer is a compact crossover that slots into the automaker's lineup between the smaller Trax and the bigger Equinox.Although the Trailblazer's dimensions place it closer to the small end of Chevy's crossover lineup, it's more closely associated with the bigger Blazer due to its visual similarities.The 2021 Chevy Trailblazer will go on sale in early 2020, although General Motors hasn't yet said how much it will cost.The new Trailblazer borrows heavily from the bigger Blazer in looks and curb appeal. The crossovers graft the Camaro's nose on a crossover with mostly good results. The sharper beak and big grille reach broadly into a strong line that continues down the body sides. Like the Blazer, the Trailblazer kicks up at the rear end—highlighted by a contrasting roof that appears to ""float"" a la other on-trend crossovers. Chevy hasn't given us a look at the Trailblazer's tail, but we expect it too will closely follow the Blazer.",automotiveEngineering
292,"This is part of NRN’s special coverage of the 2019 NRA Show, being held in Chicago, May 18-21. Visit NRN.com for the latest coverage from the show, plus follow us on Twitter and Facebook. Sam Elbandak used to need three shots of tequila minimum before looking at his restaurant’s Yelp page, he said.Yelp reviews add questions about sustainability He would get so frustrated and defensive with negative reviews and would respond in kind. Elbandak, who owns The New Spot on Polk in San Francisco, was one of three operators who spoke at a Yelp-sponsored panel at the 2019 National Restaurant Association Show in Chicago. Darnell Holloway, director of business outreach at Yelp, moderated the panel. Yelp acts as a resource for data for restaurant owners and, with its acquisition of Nowait, the company offers a digital waitlist as well. But what Yelp is best known for are those reviews.",cateringServices
293,"
ColourPop Super Shock Shadows have long been a favorite product of mine for the makeup's vast color selection, ease of application, and fun squishy formula. In honor of the brand's fifth birthday, it released the Party Talk Set ($30), a collection of six Super Shock Extreme pressed pigments, in vivid, sparkly hues. Each pot contains a shadow that's marbelized with another color of glitter, which means each pot can create a bold look all on its own. My favorites in the collection are the iridescent blue shade with hot pink glitter called ""Sorry For Partyin'"" and a magenta hue with fine red sparkle called ""Party Shop."" The line is a must-have if you are going to festivals this Summer, are a fan of the bright eye shadow trend, or simply want to experiment with something a little different than your daily routine.",cosmetics
294,"Every now and then, neon pops up as an inevitable yet invigorating fashion trend — one that feels irresistible for implementing into outfits in one way or another, whether it's a head-to-toe DayGlo suit or a just a bright bangle bracelet. But the last time neon looks started hitting the runway, Huda Kattan was struck with the desire for more than just fluorescent clothing and accessories. She was inspired to extend that summery, retro vibe to the face. The result: The founder and CEO of Huda Beauty developed a neon version of the brand's beloved nine-pan Obsessions palettes, aptly named Neon Obsessions Palettes. And she spoke exclusively to Allure about them.“Neon was something I was really obsessed with for fashion. Normally my inspiration starts with what I want to wear on my face,"" Kattan tells Allure of Huda Beauty's existing makeup offerings, which while fully capable of creating bold looks, have arguably been made up of more neutral and traditional shades than what's found in the Pink, Orange, and Green Neon Obsessions Palettes. ""But this time it began with clothing and my fashion obsession. I was obsessed with accessories like the vintage Chanel Lego bag and how the neon acrylic looked lit from within. I wanted to replicate it for the palette packaging and have that tie into the inspiration for the shades as well.""",cosmetics
295,"San Diego’s diverse dining scene continues to flourish with the opening of Bibigo Kitchen in Fashion Valley Mall on May 24, a fine-casual concept replete with a modern Korean menu of bold flavors and customizable options designed to please adventurous palates. Given the popularity of Korean cuisine in America, Bibigo Kitchen creates a space where guests can revel in the beloved flavors of Korean BBQ in a high-end restaurant space, delivered in a fast and customizable way. Bibigo Kitchen brings chef-driven cuisine, creativity, and modern Korean flavors to the forefront of fine-casual dining. Chef In Jun Hwang, a veteran chef with over 18 years of cooking experience, has cultivated an exciting menu for Bibigo Kitchen introducing Korean cuisine to first timers and delighting the taste buds of those already familiar with bold Korean flavors traditionally found in Korean BBQ restaurants. “Our goal is to invite the world to enjoy modern Korean cuisine, all in a relaxed restaurant environment.",cateringServices
